"entrezgene","length"
12331,5094
12332,1249
12333,3467
12334,5229
12335,4277
12336,1476
12337,4470
12338,7968
12339,4835
12340,3187
12343,5358
12344,1262
12345,2469
12346,1309
12348,1440
12349,1790
12350,2830
12351,1300
12352,1239
12353,1741
12354,2118
12355,3645
12359,2551
12361,8774
12362,1513
12363,3522
12364,4482
12365,2331
12366,3584
12367,2437
12368,1455
12369,2502
12370,2777
12371,7444
12372,2024
12373,2468
12374,4534
12380,5040
12385,4693
12386,4130
12387,4572
12388,8957
12389,2810
12390,3263
12391,1157
12393,8035
12394,11184
12395,8123
12396,8308
12398,7964
12399,4452
12400,3009
12401,1462
12402,5164
12404,2634
12405,2685
12406,2715
12408,1081
12409,1021
12411,2742
12412,3284
12416,3740
12417,1803
12418,5434
12419,11081
12421,10943
12424,849
12425,2929
12426,2739
12427,1849
12428,2811
12442,1541
12443,4763
12444,6466
12445,10720
12447,1956
12448,3311
12449,5552
12450,3487
12452,2699
12453,2804
12454,2632
12455,4550
12457,6035
12458,2171
12460,1057
12461,1962
12462,3495
12464,2810
12465,1769
12466,2050
12467,1771
12468,6336
12469,2391
12475,1497
12476,2117
12477,1931
12478,3622
12479,2002
12480,1679
12481,1144
12482,4700
12483,6375
12484,1816
12487,5965
12488,5498
12489,4871
12490,3978
12491,4188
12492,2110
12493,4031
12494,2995
12495,4324
12496,1937
12497,4866
12499,5323
12500,1330
12501,1436
12502,1023
12503,5702
12504,4362
12505,6996
12506,1142
12507,2069
12508,2802
12509,1808
12511,3463
12512,1033
12514,1442
12515,5914
12516,978
12517,1715
12518,1327
12519,3563
12520,1518
12521,1854
12522,2617
12523,4700
12524,2539
12525,3130
12526,1416
12527,1192
12530,5459
12531,3260
12532,2569
12534,2860
12537,3996
12539,2712
12540,4366
12544,2143
12545,3521
12549,8514
12550,5072
12552,7521
12554,10106
12555,2843
12556,2860
12557,4714
12558,4646
12560,4066
12561,6828
12562,3986
12563,3609
12564,5584
12565,2902
12566,4297
12567,1346
12568,2058
12569,7405
12570,2704
12571,2742
12572,7597
12575,2657
12576,4508
12577,3221
12578,1136
12579,1393
12580,2294
12581,2644
12583,1530
12585,2525
12587,567
12589,3287
12590,1750
12591,2145
12592,1595
12593,4111
12606,2640
12607,5284
12608,1504
12609,2260
12611,4702
12613,2038
12614,12158
12615,1619
12616,2724
12617,5741
12622,1742
12623,2289
12626,1013
12627,1038
12628,7389
12630,2073
12631,1184
12632,2938
12633,9166
12638,6393
12640,691
12642,1352
12643,1653
12647,4938
12648,9504
12649,3975
12651,3198
12652,1882
12653,2733
12654,1689
12655,1539
12659,2525
12660,9501
12661,9055
12662,4867
12663,6116
12667,5165
12669,6286
12671,3168
12672,2768
12675,3903
12677,5566
12683,1164
12684,1173
12686,1879
12695,15300
12696,1256
12700,2161
12702,2724
12703,1219
12704,9376
12705,1104
12709,1478
12715,1415
12716,2272
12721,1718
12722,3495
12723,3624
12724,4614
12725,13411
12727,7411
12728,3381
12729,1447
12733,2560
12737,3241
12738,3066
12739,1263
12740,1812
12741,1416
12745,2400
12747,4542
12748,5637
12750,3579
12751,5044
12752,3803
12753,8606
12757,2160
12759,1808
12763,11608
12764,1760
12765,3043
12766,1608
12767,1913
12768,2831
12769,9815
12770,1460
12771,3273
12772,5499
12773,2787
12774,2926
12775,1975
12776,1156
12777,1725
12778,2579
12780,5389
12785,2412
12788,4567
12789,3038
12790,3498
12793,1484
12794,1332
12795,2408
12796,599
12797,2571
12798,1782
12799,3348
12801,6185
12802,3975
12803,1205
12804,2267
12805,11094
12807,9585
12808,7880
12810,2801
12812,3099
12813,3130
12814,7410
12815,6209
12816,12190
12817,4019
12818,7151
12819,5319
12821,5539
12822,7252
12823,11126
12824,5133
12825,8177
12826,6632
12827,6426
12828,10024
12829,7799
12830,6710
12831,8642
12832,7218
12833,3976
12834,7892
12836,9198
12837,8975
12839,4116
12840,2746
12841,3534
12842,4698
12843,10456
12845,2426
12846,2400
12847,10071
12848,3515
12850,3805
12854,498
12856,436
12857,710
12858,692
12859,569
12861,533
12862,659
12864,503
12865,366
12866,754
12867,449
12868,545
12869,363
12870,7874
12873,1453
12874,9671
12876,2093
12877,2894
12879,2566
12889,2192
12890,4925
12891,2695
12892,5158
12894,4301
12895,2894
12896,2350
12902,6925
12903,741
12904,900
12905,2711
12908,4693
12909,1470
12912,8421
12913,1582
12914,7618
12915,2655
12916,6158
12918,1320
12919,1796
12921,2504
12922,5230
12925,447
12927,5352
12928,4648
12929,3863
12931,1694
12933,3549
12934,4432
12936,5325
12937,7532
12939,5218
12941,5209
12942,8985
12943,5245
12944,1698
12945,6276
12946,6668
12950,5055
12951,3018
12952,3016
12953,6366
12954,1176
12955,2202
12957,683
12958,702
12959,896
12960,873
12961,899
12962,2215
12964,615
12965,605
12966,884
12967,635
12968,642
12969,622
12970,708
12971,3429
12972,2305
12974,2828
12977,5990
12978,5864
12981,1033
12982,1849
12983,5437
12984,4619
12985,1363
12986,3701
12988,2952
12990,1890
12991,1162
12992,2208
12993,959
12994,2877
12995,4840
13000,6571
13001,1208
13002,3802
13003,15183
13004,7166
13006,4851
13007,1770
13008,889
13009,973
13010,742
13011,986
13012,888
13013,686
13014,602
13016,5920
13017,4777
13018,4009
13019,1345
13024,1470
13025,1639
13026,5271
13030,4738
13032,5298
13033,2059
13034,6176
13035,1002
13036,1623
13038,1482
13039,1971
13040,1482
13041,1232
13043,3029
13046,6153
13047,9075
13048,5624
13051,3729
13052,7312
13056,2753
13057,4768
13058,5519
13063,3059
13067,652
13070,1774
13072,1625
13074,1841
13075,2867
13076,2785
13077,1892
13078,7107
13079,1923
13081,3296
13082,1781
13085,1664
13086,1715
13087,1715
13088,1899
13089,1876
13090,4080
13094,1877
13095,2025
13096,1824
13097,2869
13098,1857
13099,1801
13101,1647
13105,1651
13106,1736
13107,1820
13108,1853
13109,3651
13110,3595
13112,2053
13113,2955
13114,1730
13115,2638
13116,2118
13117,2841
13118,2395
13119,2495
13120,2074
13121,4353
13122,4172
13123,2166
13124,1950
13131,6493
13132,6247
13134,7170
13135,3905
13136,4631
13137,1324
13138,4708
13139,2813
13142,1712
13143,3316
13144,2921
13162,3456
13163,2835
13164,3668
13166,2282
13167,745
13168,575
13169,2470
13170,1678
13171,3292
13172,2077
13175,14124
13176,14901
13177,1091
13178,3057
13179,2084
13180,810
13184,617
13185,2405
13190,2484
13191,4508
13193,12966
13194,4163
13195,2219
13196,5560
13197,1224
13198,871
13199,3740
13200,2095
13202,609
13204,6365
13205,4753
13206,2849
13207,4517
13209,10051
13211,7006
13214,916
13215,304
13218,507
13226,838
13236,279
13237,410
13239,421
13244,3227
13340,2672
13345,1312
13346,2149
13347,2810
13349,1158
13350,2117
13353,1360
13356,4478
13358,1678
13360,2816
13361,5290
13363,2367
13367,5702
13368,2213
13370,1664
13371,5815
13380,2237
13382,2243
13383,5823
13384,8035
13385,3377
13386,15198
13388,3428
13389,2163
13390,5804
13392,2473
13393,2604
13394,2807
13395,1509
13396,1071
13397,1354
13400,3032
13401,2791
13404,2192
13405,21308
13406,2760
13409,7449
13411,14216
13417,16579
13418,9018
13419,1901
13421,3699
13423,5267
13424,14398
13426,2951
13427,7141
13429,9853
13430,4989
13433,7378
13434,2637
13435,11527
13436,4407
13437,3771
13445,1250
13446,2538
13447,4245
13448,3579
13449,1717
13476,2897
13478,2801
13479,2480
13480,2293
13481,861
13482,6570
13483,8303
13486,3080
13487,3524
13488,3528
13489,1549
13490,1341
13491,1336
13492,2802
13494,3170
13495,1713
13496,5711
13497,7646
13498,5118
13505,4670
13506,6431
13507,5348
13508,7543
13510,5627
13511,8549
13512,4108
13516,2096
13518,32938
13521,3863
13522,7793
13524,2432
13525,2491
13526,2870
13527,9874
13528,8193
13529,1087
13531,2649
13532,1726
13537,1618
13542,7402
13543,5476
13544,6241
13548,8248
13549,2827
13555,2811
13557,5504
13559,1749
13560,4062
13586,712
13587,716
13589,7327
13590,1604
13591,6100
13592,5404
13593,5231
13595,1741
13599,2876
13601,2043
13602,3116
13603,1720
13605,4718
13607,10889
13608,3680
13609,3029
13610,4484
13611,2393
13612,13060
13614,2344
13615,1244
13616,2963
13617,5619
13618,5837
13619,5011
13626,2060
13627,1789
13628,2046
13629,3324
13631,3446
13636,1642
13637,2131
13638,1225
13639,1596
13640,6656
13641,3258
13642,4319
13643,3215
13644,3571
13645,8567
13646,799
13648,870
13649,6722
13650,3030
13653,3072
13654,3377
13655,5345
13656,2100
13660,3182
13661,4827
13663,2291
13664,2879
13665,3152
13666,6046
13667,2481
13669,8994
13680,2575
13681,2551
13682,4247
13684,2882
13685,981
13688,1786
13690,7760
13706,912
13709,4308
13710,2222
13711,4733
13712,5709
13713,4709
13714,5213
13716,3085
13717,3781
13722,1122
13723,2622
13726,2070
13728,5075
13730,2832
13731,3440
13732,972
13733,3675
13796,1173
13797,2598
13798,2554
13799,3537
13800,4860
13801,5490
13803,4743
13804,1032
13805,5059
13806,3459
13807,2631
13808,1723
13809,4596
13813,6042
13819,5352
13821,10479
13822,5654
13823,6978
13824,5280
13828,4775
13829,3703
13830,2816
13831,4382
13835,4099
13836,3907
13837,4935
13838,8137
13839,13173
13840,5922
13841,10222
13842,4713
13844,7261
13845,7237
13846,5163
13848,3960
13849,1832
13850,2273
13852,3386
13853,3500
13854,2833
13855,4453
13856,1052
13857,2051
13858,5603
13859,6804
13860,5008
13861,2691
13863,1041
13864,2284
13865,2430
13866,4998
13867,4020
13869,4305
13870,1587
13871,3601
13872,3104
13874,4136
13875,3503
13876,2406
13877,812
13884,2376
13885,1756
13897,2073
13909,2065
13924,6083
13929,5340
13972,4924
13982,6996
13983,3362
13984,1600
13990,5464
13992,3368
13996,3135
13998,8044
13999,17535
14000,5922
14004,910
14007,27971
14008,1048
14009,4220
14011,5689
14012,3216
14013,9919
14017,3538
14020,6629
14025,13384
14026,2865
14027,6398
14028,2877
14029,1428
14030,6070
14038,544
14042,3462
14043,4860
140474,11347
140475,2714
140476,7799
140477,6201
14048,4757
140481,9716
140482,1999
140483,1639
140484,10288
140486,8381
140488,6568
140489,2520
14049,2601
140491,7120
140492,5783
140493,7768
140494,3566
140497,1584
140498,6405
140499,5541
14050,5197
140500,4419
14051,4453
140546,4638
14055,6317
140557,4040
140559,3056
14056,3088
14057,2810
140570,6957
140571,6065
140577,6545
140579,6264
14058,2326
140580,9053
14060,2378
14061,1988
14062,3296
140629,3867
14063,2757
140630,9330
14064,2464
14065,1762
14066,1876
14067,7406
14068,1859
14069,7678
14070,2490
140703,2160
140709,4590
14071,2733
140721,4722
140723,5958
14073,5925
140740,7882
140741,2874
140742,3339
140743,1887
140765,3025
14077,640
140780,7819
140781,8817
14079,645
140792,3322
140795,3738
14080,492
140806,1063
14081,3919
140810,11269
14082,2871
14083,5986
14084,4640
14085,1584
140858,2900
140859,2800
14086,2667
14087,5632
14088,6944
140887,4543
14089,4376
140904,3036
140917,8870
140918,1727
140919,4320
14102,1801
14103,1937
14104,9938
14105,5949
14106,1208
14107,14776
14109,1013
14113,1159
14114,3795
14115,4683
14118,14894
14119,10961
14120,1294
14121,1433
14123,2691
14125,1241
14126,1070
14127,658
14128,3304
14129,2886
14130,3509
14131,1970
14132,2428
14133,1386
14134,1345
14137,3697
14148,3079
14149,1866
14151,4351
14154,6816
14155,6491
14156,2379
14158,4992
14159,3111
14160,8494
14161,5424
14163,3503
14164,4335
14165,4572
14166,1615
14167,5098
14168,3215
14169,3482
14170,1807
14171,1832
14172,1085
14173,1073
14174,1194
14175,3030
14176,2501
14177,1232
14178,3700
14179,1504
14180,4391
14181,1159
14182,5546
14183,6186
14184,4710
14186,3335
14187,1304
14190,3769
14191,3342
14194,1632
14198,1143
14199,3778
14200,1674
14201,1685
14202,2670
14204,4575
14205,1876
14208,2165
14211,6814
14218,11181
14219,2402
14221,2427
14225,3864
14226,1028
14227,834
14228,2167
14229,4021
14230,2793
14231,1385
14232,3909
14233,2354
14234,2724
14235,4365
14236,7383
14237,2345
14238,2366
14239,1311
14240,1515
14241,2960
14245,5937
14247,3087
14248,4146
14251,1694
14252,2873
14254,7744
14255,3657
14256,1682
14257,5839
14260,13947
14261,2480
14262,2576
14263,5642
14264,2859
14265,8261
14266,7344
14268,11340
142681,2027
142682,8365
142687,2252
142688,2366
14269,6292
14270,11296
14272,1881
14275,1734
14276,1320
14281,2093
14282,4141
14283,1705
14284,6419
14287,2263
14289,1296
14290,1032
14291,972
14293,1323
14294,1296
14296,2614
14297,1259
142980,4591
14299,4035
14300,1088
14302,6824
14308,1594
14309,2360
14311,1749
14312,4903
14313,4084
14314,3609
14317,2710
14319,1201
14325,1117
14337,957
14339,2535
14343,3576
14344,2865
14345,3664
14346,2495
14347,2696
14348,12111
14349,1380
14356,5421
14357,4709
14359,2446
14360,3685
14362,4378
14365,12742
14366,3685
14367,7425
14368,4238
14369,4809
14370,3346
14371,2110
14373,843
14375,3491
14376,7371
14377,2245
14378,2012
14380,1635
14381,2616
14385,2808
14387,4464
14388,4949
14389,6111
14390,8436
14391,5944
14394,4147
14395,3536
14396,3727
14397,6414
14399,2659
14400,1860
14401,9877
14402,5682
14403,1879
14404,3120
14405,7404
14406,7124
14407,3906
14408,2251
14409,1820
14411,2581
14412,3020
14415,7521
14417,7256
14419,699
14420,3704
14421,4045
14422,4207
14423,4062
14425,3684
14426,5113
14427,2871
14428,1940
14429,1245
14430,2781
14431,1103
14432,1301
14433,1232
14447,1644
14450,4216
14451,3131
14453,4168
14455,5344
14456,2593
14457,7527
14459,455
14460,1902
14461,3353
14462,4925
14463,3672
14464,3556
14465,6742
14466,2267
14467,2871
14468,2948
14469,2455
14470,1186
14472,2126
14473,1668
14479,8790
14489,4042
14525,3364
14526,1091
14527,4227
14528,2764
14531,2034
14533,550
14534,4115
14536,6575
14537,4786
14538,6481
14539,1237
14544,6094
14545,5721
14547,3597
14548,1176
14555,4565
14560,2509
14561,1811
14562,2109
14563,2315
14566,1804
14567,2657
14569,5143
14570,1032
14571,9330
14573,3608
14579,2692
14580,4072
14581,4041
14582,1988
14583,7179
14584,2986
14585,3600
14586,3963
14587,1992
14588,1533
14590,1326
14593,5320
14594,3586
14595,3976
14598,2435
14599,810
14600,4479
14601,588
14602,3810
14603,1532
14605,5193
14607,649
14608,2252
14609,3749
14610,1518
14611,1608
14612,1624
14613,4254
14615,3138
14616,1394
14617,2879
14618,1496
14619,2404
14620,1922
14621,3844
14622,1704
14623,3990
14625,1904
14626,1848
14628,6743
14629,2314
14630,1470
14632,4788
14633,6987
14634,9729
14635,1506
14645,2782
14651,1280
14652,1480
14654,1722
14657,1805
14658,3091
14659,1957
14660,10061
14661,3158
14663,835
14664,3272
14667,1994
14670,2744
14672,3955
14673,1880
14674,8133
14675,3383
14676,2207
14677,3193
14678,2323
14679,3211
14680,7237
14681,9938
14682,5634
14683,11990
14685,2208
14686,2697
14687,3735
14688,4942
14693,1577
14694,2012
14695,2230
14696,7316
14697,2073
14699,963
14700,1120
14701,4535
14702,3970
14704,1699
14705,3348
14706,2968
14707,535
14708,3495
14709,920
14710,792
14711,1032
14712,4250
14714,733
14715,2137
14718,2057
14719,2345
14723,2786
14724,3932
14725,16289
14726,1769
14727,2621
14728,1505
14729,2189
14731,2468
14732,5165
14733,3552
14734,2839
14735,2325
14738,6091
14739,2815
14744,2035
14745,3603
14747,2845
14748,2143
14751,3583
14755,5171
14756,4659
14758,9599
14760,4074
14761,1140
14762,1387
14763,3205
14764,2644
14765,3322
14766,4709
14767,1218
14768,4990
14772,4634
14773,4263
14775,1045
14776,1067
14777,1018
14778,1523
14780,1629
14782,2672
14783,5967
14784,2951
14786,2722
14787,2309
14788,2792
14789,2779
14790,1175
14791,1045
14792,2774
14793,1488
14794,1298
14797,1879
14799,5780
14800,12375
14802,6340
14803,3428
14804,7603
14805,7309
14806,5595
14807,8842
14809,4028
14810,9523
14811,5621
14812,8052
14813,5309
14814,4383
14815,7211
14816,8108
14823,7651
14824,2333
14825,949
14827,2642
14828,2891
14829,2493
14836,1174
14840,1486
14841,2811
14842,1772
14843,2187
14852,8809
14853,4418
14854,2000
14857,1535
14858,855
14859,1450
14860,958
14862,1294
14863,1047
14864,1186
14865,1684
14866,911
14867,1290
14869,752
14870,744
14871,1037
14872,1970
14873,1161
14874,2097
14884,2907
14885,1613
14886,4881
14894,3291
14897,11637
14904,3398
14910,1817
14911,2904
14912,1907
14913,873
14915,560
14916,600
14917,3936
14918,3350
14919,9337
14923,1137
14924,11064
14933,4529
14934,1827
14936,3681
14938,1004
14939,1416
14940,934
14941,937
14942,1348
14943,1038
14944,910
14945,792
14950,10108
14955,4870
14957,2977
14958,2289
14960,3324
14961,1473
14962,2876
14963,2120
14964,2089
14968,783
14969,1955
14972,3694
14976,835
14977,4038
14979,964
14985,1528
14990,1929
14991,1425
14997,1513
14998,1640
14999,1339
15000,1185
15001,1806
15002,4290
15006,4387
15007,1473
15013,1099
15018,1536
15019,1183
15024,1635
15039,1758
15040,1585
15042,2182
15043,3502
15051,2382
15061,1297
15064,4753
15078,1599
15081,1993
15107,5193
15108,911
15109,2758
15110,1898
15111,2235
15112,2029
15114,5450
15115,2372
15116,5565
15117,4244
15118,6028
15126,600
15129,630
15132,1183
15135,619
15139,5448
15159,4154
15160,2188
15161,8420
15162,2092
15163,2018
15165,12154
15166,3195
15168,3538
15170,3020
15171,584
15182,4340
15183,2005
15184,5311
15185,5761
15186,2378
15191,2245
15192,1994
15193,3080
15194,16624
15199,1061
15200,4957
15201,3019
